Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Italy;25;2021-06-25;2557;2176,7;2019-06-28;4697;-45,56%;-50,11%;2020-06-26;927
Italy;25;2021-06-26;2256;2196,7;2019-06-29;4410;-48,84%;-49,90%;2020-06-27;725
Italy;25;2021-06-27;2388;2202,7;2019-06-30;4552;-47,54%;-49,99%;2020-06-28;782
Italy;26;2021-06-28;2492;2238;2019-07-01;4604;-45,87%;-49,59%;2020-06-29;914
Italy;26;2021-06-29;2068;2255,4;2019-07-02;4224;-51,04%;-49,33%;2020-06-30;850
Italy;26;2021-06-30;2178;2281,7;2019-07-03;4423;-50,76%;-48,88%;2020-07-01;1342
Italy;26;2021-07-01;2615;2364,9;2019-07-04;4375;-40,23%;-47,09%;2020-07-02;1350
Italy;26;2021-07-02;3121;2445,4;2019-07-05;4639;-32,72%;-45,18%;2020-07-03;1724
Italy;26;2021-07-03;2933;2542,1;2019-07-06;4398;-33,31%;-42,99%;2020-07-04;1457
Italy;26;2021-07-04;2996;2629;2019-07-07;4543;-34,05%;-41,03%;2020-07-05;1601
Italy;27;2021-07-05;2862;2681,9;2019-07-08;4568;-37,35%;-39,77%;2020-07-06;1545
Italy;27;2021-07-06;2220;2703,6;2019-07-09;4355;-49,02%;-39,54%;2020-07-07;1266
Italy;27;2021-07-07;2578;2760,7;2019-07-10;4426;-41,75%;-38,27%;2020-07-08;1461
Italy;27;2021-07-08;2636;2763,7;2019-07-11;4427;-40,46%;-38,30%;2020-07-09;1481
Italy;27;2021-07-09;3119;2763,4;2019-07-12;4695;-33,57%;-38,42%;2020-07-10;1817
Italy;27;2021-07-10;3026;2776,7;2019-07-13;4463;-32,20%;-38,25%;2020-07-11;1510
Italy;27;2021-07-11;3044;2783,6;2019-07-14;4547;-33,05%;-38,11%;2020-07-12;1638
Italy;28;2021-07-12;2938;2794,4;2019-07-15;4576;-35,80%;-37,88%;2020-07-13;1656
Italy;28;2021-07-13;2487;2832,6;2019-07-16;4310;-42,30%;-36,94%;2020-07-14;1462
Italy;28;2021-07-14;2678;2846,9;2019-07-17;4454;-39,87%;-36,68%;2020-07-15;1643
Italy;28;2021-07-15;2668;2851,4;2019-07-18;4393;-39,27%;-36,51%;2020-07-16;1645
Italy;28;2021-07-16;3318;2879,9;2019-07-19;4673;-29,00%;-35,83%;2020-07-17;1953
Italy;28;2021-07-17;3127;2894,3;2019-07-20;4496;-30,45%;-35,58%;2020-07-18;1730
Italy;28;2021-07-18;3123;2905,6;2019-07-21;4523;-30,95%;-35,28%;2020-07-19;1814
Italy;29;2021-07-19;3013;2916,3;2019-07-22;4510;-33,19%;-34,90%;2020-07-20;1794
Italy;29;2021-07-20;2698;2946,4;2019-07-23;4352;-38,01%;-34,32%;2020-07-21;1548
Italy;29;2021-07-21;2832;2968,4;2019-07-24;4394;-35,55%;-33,70%;2020-07-22;1658
Italy;29;2021-07-22;2869;2997,1;2019-07-25;4309;-33,42%;-32,88%;2020-07-23;1727
Italy;29;2021-07-23;3359;3003;2019-07-26;4516;-25,62%;-32,41%;2020-07-24;2021
Italy;29;2021-07-24;3204;3014;2019-07-27;4428;-27,64%;-32,01%;2020-07-25;1876
Italy;29;2021-07-25;3357;3047,4;2019-07-28;4570;-26,54%;-31,36%;2020-07-26;1939
Italy;30;2021-07-26;2064;2911,9;2019-07-29;4513;-54,27%;-34,42%;2020-07-27;1882
Italy;30;2021-07-27;2859;2934,9;2019-07-30;4298;-33,48%;-33,79%;2020-07-28;1631
Italy;30;2021-07-28;2806;2931,1;2019-07-31;4419;-36,50%;-33,93%;2020-07-29;1736
Italy;30;2021-07-29;2958;2943,9;2019-08-01;4411;-32,94%;-33,86%;2020-07-30;1773
Italy;30;2021-07-30;3449;2956,7;2019-08-02;4577;-24,64%;-33,70%;2020-07-31;2182
Italy;30;2021-07-31;3442;2990,7;2019-08-03;4574;-24,75%;-33,25%;2020-08-01;2332
Italy;30;2021-08-01;3609;3026,7;2019-08-04;4457;-19,03%;-32,20%;2020-08-02;2351
Italy;31;2021-08-02;3430;3221,9;2019-08-05;4443;-22,80%;-27,67%;2020-08-03;2226
Italy;31;2021-08-03;2997;3241,6;2019-08-06;4227;-29,10%;-27,06%;2020-08-04;1940
Italy;31;2021-08-04;3083;3281,1;2019-08-07;4263;-27,68%;-25,79%;2020-08-05;2048
Italy;31;2021-08-05;3101;3301,6;2019-08-08;4222;-26,55%;-24,87%;2020-08-06;2102
Italy;31;2021-08-06;3497;3308,4;2019-08-09;4542;-23,01%;-24,63%;2020-08-07;2377
Italy;31;2021-08-07;3473;3312,9;2019-08-10;4539;-23,49%;-24,45%;2020-08-08;2352
Italy;31;2021-08-08;3489;3295,7;2019-08-11;4434;-21,31%;-24,78%;2020-08-09;2357
Italy;32;2021-08-09;3276;3273,7;2019-08-12;4337;-24,46%;-25,02%;2020-08-10;2169
Italy;32;2021-08-10;2922;3263;2019-08-13;4075;-28,29%;-24,89%;2020-08-11;1913
Italy;32;2021-08-11;2968;3246,6;2019-08-14;4201;-29,35%;-25,12%;2020-08-12;1995
Italy;32;2021-08-12;3010;3233,6;2019-08-15;4059;-25,84%;-25,02%;2020-08-13;2043
Italy;32;2021-08-13;3388;3218;2019-08-16;4472;-24,24%;-25,21%;2020-08-14;2310
Italy;32;2021-08-14;3413;3209,4;2019-08-17;4449;-23,29%;-25,18%;2020-08-15;2271
Italy;32;2021-08-15;3326;3186,1;2019-08-18;4484;-25,83%;-25,85%;2020-08-16;2456
Italy;33;2021-08-16;3224;3178,7;2019-08-19;4300;-25,02%;-25,93%;2020-08-17;2258
Italy;33;2021-08-17;2945;3182;2019-08-20;4132;-28,73%;-25,99%;2020-08-18;1939
Italy;33;2021-08-18;3008;3187,7;2019-08-21;4169;-27,85%;-25,78%;2020-08-19;2008
Italy;33;2021-08-19;2988;3184,6;2019-08-22;4151;-28,02%;-26,08%;2020-08-20;2085
Italy;33;2021-08-20;3431;3190,7;2019-08-23;4452;-22,93%;-25,89%;2020-08-21;2355
Italy;33;2021-08-21;3316;3176,9;2019-08-24;4364;-24,01%;-26,00%;2020-08-22;2362
Italy;33;2021-08-22;3425;3191;2019-08-25;4383;-21,86%;-25,42%;2020-08-23;2464
Italy;34;2021-08-23;3346;3208,4;2019-08-26;4393;-23,83%;-25,25%;2020-08-24;2276
Italy;34;2021-08-24;2984;3214;2019-08-27;4116;-27,50%;-25,08%;2020-08-25;1924
Italy;34;2021-08-25;3082;3224,6;2019-08-28;4323;-28,71%;-25,21%;2020-08-26;2011
Italy;34;2021-08-26;3044;3232,6;2019-08-29;4230;-28,04%;-25,22%;2020-08-27;2149
Italy;34;2021-08-27;3471;3238,3;2019-08-30;4577;-24,16%;-25,40%;2020-08-28;2393
Italy;34;2021-08-28;3403;3250,7;2019-08-31;4448;-23,49%;-25,32%;2020-08-29;2326
Italy;34;2021-08-29;3480;3258,6;2019-09-01;4389;-20,71%;-25,15%;2020-08-30;2519
Italy;35;2021-08-30;3356;3260;2019-09-02;4295;-21,86%;-24,88%;2020-08-31;2335
Italy;35;2021-08-31;3061;3271;2019-09-03;4135;-25,97%;-24,67%;2020-09-01;1806
Italy;35;2021-09-01;3034;3264,1;2019-09-04;4262;-28,81%;-24,68%;2020-09-02;1788
Italy;35;2021-09-02;2990;3256,4;2019-09-05;4161;-28,14%;-24,69%;2020-09-03;2022
Italy;35;2021-09-03;3376;3242,9;2019-09-06;4246;-20,49%;-24,17%;2020-09-04;2240
Italy;35;2021-09-04;3202;3214,1;2019-09-07;4266;-24,94%;-24,38%;2020-09-05;2022
Italy;35;2021-09-05;3345;3194,9;2019-09-08;4438;-24,63%;-24,96%;2020-09-06;2270
Italy;36;2021-09-06;3179;3169,6;2019-09-09;4247;-25,15%;-25,43%;2020-09-07;2097
Italy;36;2021-09-07;2490;3088;2019-09-10;3954;-37,03%;-26,91%;2020-09-08;1720
Italy;36;2021-09-08;2889;3067,3;2019-09-11;4163;-30,60%;-27,16%;2020-09-09;1822
Italy;36;2021-09-09;2998;3068,4;2019-09-12;4173;-28,16%;-27,16%;2020-09-10;1997
Italy;36;2021-09-10;3437;3077,1;2019-09-13;4424;-22,31%;-27,39%;2020-09-11;2087
Italy;36;2021-09-11;3118;3065,1;2019-09-14;4142;-24,72%;-27,37%;2020-09-12;1823
Italy;36;2021-09-12;3463;3082;2019-09-15;4399;-21,28%;-26,87%;2020-09-13;2192
Italy;37;2021-09-13;3202;3085,3;2019-09-16;4199;-23,74%;-26,68%;2020-09-14;1953
Italy;37;2021-09-14;2654;3108,7;2019-09-17;4003;-33,70%;-26,24%;2020-09-15;1579
Italy;37;2021-09-15;2801;3096,1;2019-09-18;4184;-33,05%;-26,59%;2020-09-16;1586
Italy;37;2021-09-16;2840;3073,6;2019-09-19;4127;-31,18%;-27,01%;2020-09-17;1716
Italy;37;2021-09-17;3374;3064,6;2019-09-20;4405;-23,41%;-27,18%;2020-09-18;2080
Italy;37;2021-09-18;2977;3044,4;2019-09-21;4104;-27,46%;-27,57%;2020-09-19;1744
Italy;37;2021-09-19;3273;3017,3;2019-09-22;4236;-22,73%;-27,81%;2020-09-20;2090
Italy;38;2021-09-20;3133;3007,4;2019-09-23;4204;-25,48%;-28,06%;2020-09-21;1938
Italy;38;2021-09-21;2652;3007,1;2019-09-24;3945;-32,78%;-27,92%;2020-09-22;1491
Italy;38;2021-09-22;2718;2995,3;2019-09-25;4141;-34,36%;-28,10%;2020-09-23;1552
Italy;38;2021-09-23;2784;2987,3;2019-09-26;4098;-32,06%;-28,22%;2020-09-24;1784
Italy;38;2021-09-24;2872;2915,6;2019-09-27;4232;-32,14%;-29,53%;2020-09-25;2061
Italy;38;2021-09-25;2924;2908;2019-09-28;4027;-27,39%;-29,52%;2020-09-26;1745
Italy;38;2021-09-26;3171;2893,4;2019-09-29;4135;-23,31%;-29,63%;2020-09-27;1967
Italy;39;2021-09-27;3035;2879,4;2019-09-30;4049;-25,04%;-29,59%;2020-09-28;1879
Italy;39;2021-09-28;2574;2868,3;2019-10-01;3755;-31,45%;-29,39%;2020-09-29;1547
Italy;39;2021-09-29;2625;2855;2019-10-02;3854;-31,89%;-29,01%;2020-09-30;1611
Italy;39;2021-09-30;2735;2848;2019-10-03;3882;-29,55%;-28,63%;2020-10-01;1609
Italy;39;2021-10-01;3063;2875,3;2019-10-04;4042;-24,22%;-27,45%;2020-10-02;1837
Italy;39;2021-10-02;2639;2834,6;2019-10-05;3780;-30,19%;-27,84%;2020-10-03;1538
Italy;39;2021-10-03;2842;2787,6;2019-10-06;3895;-27,03%;-28,41%;2020-10-04;1691
Italy;40;2021-10-04;2746;2746,3;2019-10-07;3824;-28,19%;-28,88%;2020-10-05;1670
Italy;40;2021-10-05;2303;2707,6;2019-10-08;3613;-36,26%;-29,52%;2020-10-06;1295
Italy;40;2021-10-06;2433;2680,1;2019-10-09;3533;-31,14%;-29,39%;2020-10-07;1393
Italy;40;2021-10-07;2576;2657,4;2019-10-10;3748;-31,27%;-29,63%;2020-10-08;1520
Italy;40;2021-10-08;2901;2634,3;2019-10-11;4006;-27,58%;-30,15%;2020-10-09;1894
Italy;40;2021-10-09;2530;2618,7;2019-10-12;3714;-31,88%;-30,39%;2020-10-10;1533
Italy;40;2021-10-10;2858;2621;2019-10-13;3829;-25,36%;-30,15%;2020-10-11;1741
Italy;41;2021-10-11;2535;2590,9;2019-10-14;3813;-33,52%;-30,93%;2020-10-12;1685
Latvia;53;2021-01-01;26;59,1;2019-01-04;236;-88,98%;-72,34%;2020-01-03;251
Latvia;53;2021-01-02;60;61,7;2019-01-05;167;-64,07%;-70,69%;2020-01-04;189
Latvia;53;2021-01-03;94;63;2019-01-06;177;-46,89%;-69,69%;2020-01-05;202
Latvia;1;2021-01-04;77;61,9;2019-01-07;223;-65,47%;-69,93%;2020-01-06;236
Latvia;1;2021-01-05;64;63,9;2019-01-08;207;-69,08%;-69,34%;2020-01-07;220
Latvia;1;2021-01-06;70;62,4;2019-01-09;207;-66,18%;-70,11%;2020-01-08;213
Latvia;1;2021-01-07;50;63;2019-01-10;226;-77,88%;-69,44%;2020-01-09;221
Latvia;1;2021-01-08;72;69,6;2019-01-11;230;-68,70%;-66,11%;2020-01-10;238
Latvia;1;2021-01-09;57;69,1;2019-01-12;165;-65,45%;-66,27%;2020-01-11;170
Latvia;1;2021-01-10;87;68,1;2019-01-13;178;-51,12%;-66,78%;2020-01-12;199
Latvia;2;2021-01-11;61;65,9;2019-01-14;213;-71,36%;-67,67%;2020-01-13;229
Latvia;2;2021-01-12;45;63,1;2019-01-15;204;-77,94%;-68,94%;2020-01-14;198
Latvia;2;2021-01-13;33;57,9;2019-01-16;199;-83,42%;-71,38%;2020-01-15;195
Latvia;2;2021-01-14;35;55,7;2019-01-17;213;-83,57%;-72,18%;2020-01-16;211
Latvia;2;2021-01-15;62;54,3;2019-01-18;224;-72,32%;-72,78%;2020-01-17;229
Latvia;2;2021-01-16;52;53,6;2019-01-19;153;-66,01%;-72,90%;2020-01-18;165
Latvia;2;2021-01-17;52;48,6;2019-01-20;170;-69,41%;-75,29%;2020-01-19;193
Latvia;3;2021-01-18;69;49,7;2019-01-21;212;-67,45%;-74,69%;2020-01-20;219
Latvia;3;2021-01-19;28;47,3;2019-01-22;201;-86,07%;-75,87%;2020-01-21;194
Latvia;3;2021-01-20;54;50,3;2019-01-23;201;-73,13%;-74,38%;2020-01-22;197
Latvia;3;2021-01-21;29;49,4;2019-01-24;218;-86,70%;-74,91%;2020-01-23;213
Latvia;3;2021-01-22;44;46,9;2019-01-25;226;-80,53%;-76,25%;2020-01-24;246
Latvia;3;2021-01-23;39;45;2019-01-26;160;-75,63%;-77,31%;2020-01-25;165
Latvia;3;2021-01-24;45;44;2019-01-27;176;-74,43%;-77,91%;2020-01-26;191
Latvia;4;2021-01-25;71;44,3;2019-01-28;209;-66,03%;-77,71%;2020-01-27;223
Latvia;4;2021-01-26;34;45,1;2019-01-29;190;-82,11%;-77,10%;2020-01-28;192
Latvia;4;2021-01-27;35;42,4;2019-01-30;207;-83,09%;-78,57%;2020-01-29;201
Latvia;4;2021-01-28;44;44,6;2019-01-31;208;-78,85%;-77,33%;2020-01-30;211
Latvia;4;2021-01-29;66;47,7;2019-02-01;223;-70,40%;-75,67%;2020-01-31;244
Latvia;4;2021-01-30;38;47,6;2019-02-02;161;-76,40%;-75,76%;2020-02-01;185
Latvia;4;2021-01-31;62;50;2019-02-03;176;-64,77%;-74,53%;2020-02-02;202
Latvia;5;2021-02-01;45;46,3;2019-02-04;209;-78,47%;-76,42%;2020-02-03;217
Latvia;5;2021-02-02;40;47,1;2019-02-05;200;-80,00%;-76,16%;2020-02-04;200
Latvia;5;2021-02-03;39;47,7;2019-02-06;198;-80,30%;-75,71%;2020-02-05;202
Latvia;5;2021-02-04;57;49,6;2019-02-07;210;-72,86%;-74,80%;2020-02-06;211
Latvia;5;2021-02-05;45;46,6;2019-02-08;220;-79,55%;-76,27%;2020-02-07;232
Latvia;5;2021-02-06;45;47,6;2019-02-09;155;-70,97%;-75,66%;2020-02-08;187
Latvia;5;2021-02-07;42;44,7;2019-02-10;178;-76,40%;-77,15%;2020-02-09;186
Latvia;6;2021-02-08;42;44,3;2019-02-11;210;-80,00%;-77,39%;2020-02-10;216
Latvia;6;2021-02-09;30;42,9;2019-02-12;189;-84,13%;-77,94%;2020-02-11;185
Latvia;6;2021-02-10;36;42,4;2019-02-13;189;-80,95%;-78,02%;2020-02-12;198
Latvia;6;2021-02-11;37;39,6;2019-02-14;207;-82,13%;-79,45%;2020-02-13;223
